word,kana,yomi,conj,base,nai,nakatta,masu,te,ta,con,imp,vol,pot
盛る,もる,moru,五段-ラ行,盛る,盛らない,盛らなかった,盛ります,盛って,盛った,盛れば,盛れ,盛ろう,盛れる
漏れ出す,もれだす,moredasu,五段-サ行,漏れ出す,漏れ出さない,漏れ出さなかった,漏れ出します,漏れ出して,漏れ出した,漏れ出せば,漏れ出せ,漏れ出そう,漏れ出せる
漏れ出る,もれでる,morederu,下一段-ダ行,漏れ出る,漏れ出ない,漏れ出なかった,漏れ出ます,漏れ出て,漏れ出た,漏れ出れば,漏れ出ろ,漏れ出よう,漏れ出られる
漏れる,もれる,moreru,下一段-ラ行,漏れる,漏れない,漏れなかった,漏れます,漏れて,漏れた,漏れれば,漏れろ,漏れよう,漏れられる
焼き上げる,やきあげる,yakiageru,下一段-ガ行,焼き上げる,焼き上げない,焼き上げなかった,焼き上げます,焼き上げて,焼き上げた,焼き上げれば,焼き上げろ,焼き上げよう,焼き上げられる
焼き付く,やきつく,yakitsuku,五段-カ行,焼き付く,焼き付かない,焼き付かなかった,焼き付きます,焼き付いて,焼き付いた,焼き付けば,焼き付け,焼き付こう,焼き付ける
焼き付ける,やきつける,yakitsukeru,下一段-カ行,焼き付ける,焼き付けない,焼き付けなかった,焼き付けます,焼き付けて,焼き付けた,焼き付ければ,焼き付けろ,焼き付けよう,焼き付けられる
焼く,やく,yaku,五段-カ行,焼く,焼かない,焼かなかった,焼きます,焼いて,焼いた,焼けば,焼け,焼こう,焼ける
訳す,やくす,yakusu,五段-サ行,訳す,訳さない,訳さなかった,訳します,訳して,訳した,訳せば,訳せ,訳そう,訳せる
役立つ,やくだつ,yakudatsu,五段-タ行,役立つ,役立たない,役立たなかった,役立ちます,役立って,役立った,役立てば,役立て,役立とう,役立てる
役立てる,やくだてる,yakudateru,下一段-タ行,役立てる,役立てない,役立てなかった,役立てます,役立てて,役立てた,役立てれば,役立てろ,役立てよう,役立てられる
焼け落ちる,やけおちる,yakeochiru,上一段-タ行,焼け落ちる,焼け落ちない,焼け落ちなかった,焼け落ちます,焼け落ちて,焼け落ちた,焼け落ちれば,焼け落ちろ,焼け落ちよう,焼け落ちられる
焼け焦げる,やけこげる,yakekogeru,下一段-ガ行,焼け焦げる,焼け焦げない,焼け焦げなかった,焼け焦げます,焼け焦げて,焼け焦げた,焼け焦げれば,焼け焦げろ,焼け焦げよう,焼け焦げられる
焼け窶れる,やけただれる,yaketadareru,下一段-ラ行,焼け窶れる,焼け窶れない,焼け窶れなかった,焼け窶れます,焼け窶れて,焼け窶れた,焼け窶れれば,焼け窶れろ,焼け窶れよう,焼け窶れられる
焼ける,やける,yakeru,下一段-カ行,焼ける,焼けない,焼けなかった,焼けます,焼けて,焼けた,焼ければ,焼けろ,焼けよう,焼けられる
養う,やしなう,yashinau,五段-ワア行,養う,養わない,養わなかった,養います,養って,養った,養えば,養え,養おう,養える
休まる,やすまる,yasumaru,五段-ラ行,休まる,休まらない,休まらなかった,休まります,休まって,休まった,休まれば,休まれ,休まろう,休まれる
休む,やすむ,yasumu,五段-マ行,休む,休まない,休まなかった,休みます,休んで,休んだ,休めば,休め,休もう,休める
休める,やすめる,yasumeru,下一段-マ行,休める,休めない,休めなかった,休めます,休めて,休めた,休めれば,休めろ,休めよう,休められる
安らぐ,やすらぐ,yasuragu,五段-ガ行,安らぐ,安らがない,安らがなかった,安らぎます,安らいで,安らいだ,安らげば,安らげ,安らごう,安らげる
痩せ衰える,やせおとろえる,yaseotoroeru,下一段-ア行,痩せ衰える,痩せ衰えない,痩せ衰えなかった,痩せ衰えます,痩せ衰えて,痩せ衰えた,痩せ衰えれば,痩せ衰えろ,痩せ衰えよう,痩せ衰えられる
痩せ細る,やせほそる,yasehosoru,五段-ラ行,痩せ細る,痩せ細らない,痩せ細らなかった,痩せ細ります,痩せ細って,痩せ細った,痩せ細れば,痩せ細れ,痩せ細ろう,痩せ細れる
痩せる,やせる,yaseru,下一段-サ行,痩せる,痩せない,痩せなかった,痩せます,痩せて,痩せた,痩せれば,痩せろ,痩せよう,痩せられる
窶れる,やつれる,yatsureru,下一段-ラ行,窶れる,窶れない,窶れなかった,窶れます,窶れて,窶れた,窶れれば,窶れろ,窶れよう,窶れられる
雇い入れる,やといいれる,yatoiireru,下一段-ラ行,雇い入れる,雇い入れない,雇い入れなかった,雇い入れます,雇い入れて,雇い入れた,雇い入れれば,雇い入れろ,雇い入れよう,雇い入れられる
雇う,やとう,yatoo,五段-ワア行,雇う,雇わない,雇わなかった,雇います,雇って,雇った,雇えば,雇え,雇おう,雇える
宿る,やどる,yadoru,五段-ラ行,宿る,宿らない,宿らなかった,宿ります,宿って,宿った,宿れば,宿れ,宿ろう,宿れる
破り取る,やぶりとる,yaburitoru,五段-ラ行,破り取る,破り取らない,破り取らなかった,破り取ります,破り取って,破り取った,破り取れば,破り取れ,破り取ろう,破り取れる
破る,やぶる,yaburu,五段-ラ行,破る,破らない,破らなかった,破ります,破って,破った,破れば,破れ,破ろう,破れる
敗れる,やぶれる,yabureru,下一段-ラ行,敗れる,敗れない,敗れなかった,敗れます,敗れて,敗れた,敗れれば,敗れろ,敗れよう,敗れられる
破れる,やぶれる,yabureru,下一段-ラ行,破れる,破れない,破れなかった,破れます,破れて,破れた,破れれば,破れろ,破れよう,破れられる
止む,やむ,yamu,五段-マ行,止む,止まない,止まなかった,止みます,止んで,止んだ,止めば,止め,止もう,止める
病む,やむ,yamu,五段-マ行,病む,病まない,病まなかった,病みます,病んで,病んだ,病めば,病め,病もう,病める
遣り遂げる,やりとげる,yaritogeru,下一段-ガ行,遣り遂げる,遣り遂げない,遣り遂げなかった,遣り遂げます,遣り遂げて,遣り遂げた,遣り遂げれば,遣り遂げろ,遣り遂げよう,遣り遂げられる
遣り直す,やりなおす,yarinaosu,五段-サ行,遣り直す,遣り直さない,遣り直さなかった,遣り直します,遣り直して,遣り直した,遣り直せば,遣り直せ,遣り直そう,遣り直せる
遣る,やる,yaru,五段-ラ行,遣る,遣らない,遣らなかった,遣ります,遣って,遣った,遣れば,遣れ,遣ろう,遣れる
和らぐ,やわらぐ,yawaragu,五段-ガ行,和らぐ,和らがない,和らがなかった,和らぎます,和らいで,和らいだ,和らげば,和らげ,和らごう,和らげる
和らげる,やわらげる,yawarageru,下一段-ガ行,和らげる,和らげない,和らげなかった,和らげます,和らげて,和らげた,和らげれば,和らげろ,和らげよう,和らげられる
有する,ゆうする,yuusuru,サ行変格,有する,有しない,有しなかった,有します,有して,有した,有すれば,有しろ,有しよう,有せる
歪む,ゆがむ,yugamu,五段-マ行,歪む,歪まない,歪まなかった,歪みます,歪んで,歪んだ,歪めば,歪め,歪もう,歪める
歪める,ゆがめる,yugameru,下一段-マ行,歪める,歪めない,歪めなかった,歪めます,歪めて,歪めた,歪めれば,歪めろ,歪めよう,歪められる
揺さぶる,ゆさぶる,yusaburu,五段-ラ行,揺さぶる,揺さぶらない,揺さぶらなかった,揺さぶります,揺さぶって,揺さぶった,揺さぶれば,揺さぶれ,揺さぶろう,揺さぶれる
揺する,ゆする,yusuru,五段-ラ行,揺する,揺すらない,揺すらなかった,揺すります,揺すって,揺すった,揺すれば,揺すれ,揺すろう,揺すれる
譲り受ける,ゆずりうける,yuzuriukeru,下一段-カ行,譲り受ける,譲り受けない,譲り受けなかった,譲り受けます,譲り受けて,譲り受けた,譲り受ければ,譲り受けろ,譲り受けよう,譲り受けられる
譲り渡す,ゆずりわたす,yuzuriwatasu,五段-サ行,譲り渡す,譲り渡さない,譲り渡さなかった,譲り渡します,譲り渡して,譲り渡した,譲り渡せば,譲り渡せ,譲り渡そう,譲り渡せる
譲る,ゆずる,yuzuru,五段-ラ行,譲る,譲らない,譲らなかった,譲ります,譲って,譲った,譲れば,譲れ,譲ろう,譲れる
委ねる,ゆだねる,yudaneru,下一段-ナ行,委ねる,委ねない,委ねなかった,委ねます,委ねて,委ねた,委ねれば,委ねろ,委ねよう,委ねられる
茹でる,ゆでる,yuderu,下一段-ダ行,茹でる,茹でない,茹でなかった,茹でます,茹でて,茹でた,茹でれば,茹でろ,茹でよう,茹でられる
指差す,ゆびさす,yubisasu,五段-サ行,指差す,指差さない,指差さなかった,指差します,指差して,指差した,指差せば,指差せ,指差そう,指差せる
夢見る,ゆめみる,yumemiru,上一段-マ行,夢見る,夢見ない,夢見なかった,夢見ます,夢見て,夢見た,夢見れば,夢見ろ,夢見よう,夢見られる
揺らぐ,ゆらぐ,yuragu,五段-ガ行,揺らぐ,揺らがない,揺らがなかった,揺らぎます,揺らいで,揺らいだ,揺らげば,揺らげ,揺らごう,揺らげる
揺らす,ゆらす,yurasu,五段-サ行,揺らす,揺らさない,揺らさなかった,揺らします,揺らして,揺らした,揺らせば,揺らせ,揺らそう,揺らせる
揺らめく,ゆらめく,yurameku,五段-カ行,揺らめく,揺らめかない,揺らめかなかった,揺らめきます,揺らめいて,揺らめいた,揺らめけば,揺らめけ,揺らめこう,揺らめける
揺られる,ゆられる,yurareru,下一段-ラ行,揺られる,揺られない,揺られなかった,揺られます,揺られて,揺られた,揺られれば,揺られろ,揺られよう,揺られられる
揺り動かす,ゆりうごかす,yuriugokasu,五段-サ行,揺り動かす,揺り動かさない,揺り動かさなかった,揺り動かします,揺り動かして,揺り動かした,揺り動かせば,揺り動かせ,揺り動かそう,揺り動かせる
揺るがす,ゆるがす,yurugasu,五段-サ行,揺るがす,揺るがさない,揺るがさなかった,揺るがします,揺るがして,揺るがした,揺るがせば,揺るがせ,揺るがそう,揺るがせる
揺るぐ,ゆるぐ,yurugu,五段-ガ行,揺るぐ,揺るがない,揺るがなかった,揺るぎます,揺るいで,揺るいだ,揺るげば,揺るげ,揺るごう,揺るげる
許す,ゆるす,yurusu,五段-サ行,許す,許さない,許さなかった,許します,許して,許した,許せば,許せ,許そう,許せる
緩む,ゆるむ,yurumu,五段-マ行,緩む,緩まない,緩まなかった,緩みます,緩んで,緩んだ,緩めば,緩め,緩もう,緩める
緩める,ゆるめる,yurumeru,下一段-マ行,緩める,緩めない,緩めなかった,緩めます,緩めて,緩めた,緩めれば,緩めろ,緩めよう,緩められる
