word,kana,yomi,conj,base,nai,nakatta,masu,te,ta,con,imp,vol,pot
使い回す,つかいまわす,tsukaimawasu,五段-サ行,使い回す,使い回さない,使い回さなかった,使い回します,使い回して,使い回した,使い回せば,使い回せ,使い回そう,使い回せる
使い分ける,つかいわける,tsukaiwakeru,下一段-カ行,使い分ける,使い分けない,使い分けなかった,使い分けます,使い分けて,使い分けた,使い分ければ,使い分けろ,使い分けよう,使い分けられる
使う,つかう,tsukau,五段-ワア行,使う,使わない,使わなかった,使います,使って,使った,使えば,使え,使おう,使える
仕える,つかえる,tsukaeru,下一段-ア行,仕える,仕えない,仕えなかった,仕えます,仕えて,仕えた,仕えれば,仕えろ,仕えよう,仕えられる
司る,つかさどる,tsukasadoru,五段-ラ行,司る,司らない,司らなかった,司ります,司って,司った,司れば,司れ,司ろう,司れる
捕まえる,つかまえる,tsukamaeru,下一段-ア行,捕まえる,捕まえない,捕まえなかった,捕まえます,捕まえて,捕まえた,捕まえれば,捕まえろ,捕まえよう,捕まえられる
捕まる,つかまる,tsukamaru,五段-ラ行,捕まる,捕まらない,捕まらなかった,捕まります,捕まって,捕まった,捕まれば,捕まれ,捕まろう,捕まれる
掴み取る,つかみとる,tsukamitoru,五段-ラ行,掴み取る,掴み取らない,掴み取らなかった,掴み取ります,掴み取って,掴み取った,掴み取れば,掴み取れ,掴み取ろう,掴み取れる
掴む,つかむ,tsukamu,五段-マ行,掴む,掴まない,掴まなかった,掴みます,掴んで,掴んだ,掴めば,掴め,掴もう,掴める
浸かる,つかる,tsukaru,五段-ラ行,浸かる,浸からない,浸からなかった,浸かります,浸かって,浸かった,浸かれば,浸かれ,浸かろう,浸かれる
疲れる,つかれる,tsukareru,下一段-ラ行,疲れる,疲れない,疲れなかった,疲れます,疲れて,疲れた,疲れれば,疲れろ,疲れよう,疲れられる
付き合う,つきあう,tsukiau,五段-ワア行,付き合う,付き合わない,付き合わなかった,付き合います,付き合って,付き合った,付き合えば,付き合え,付き合おう,付き合える
突き合う,つきあう,tsukiau,五段-ワア行,突き合う,突き合わない,突き合わなかった,突き合います,突き合って,突き合った,突き合えば,突き合え,突き合おう,突き合える
突き上げる,つきあげる,tsukiageru,下一段-ガ行,突き上げる,突き上げない,突き上げなかった,突き上げます,突き上げて,突き上げた,突き上げれば,突き上げろ,突き上げよう,突き上げられる
突き合わせる,つきあわせる,tsukiawaseru,下一段-サ行,突き合わせる,突き合わせない,突き合わせなかった,突き合わせます,突き合わせて,突き合わせた,突き合わせれば,突き合わせろ,突き合わせよう,突き合わせられる
突き落とす,つきおとす,tsukiotosu,五段-サ行,突き落とす,突き落とさない,突き落とさなかった,突き落とします,突き落として,突き落とした,突き落とせば,突き落とせ,突き落とそう,突き落とせる
突き込む,つきこむ,tsukikomu,五段-マ行,突き込む,突き込まない,突き込まなかった,突き込みます,突き込んで,突き込んだ,突き込めば,突き込め,突き込もう,突き込める
突き刺さる,つきささる,tsukisasaru,五段-ラ行,突き刺さる,突き刺さらない,突き刺さらなかった,突き刺さります,突き刺さって,突き刺さった,突き刺されば,突き刺され,突き刺さろう,突き刺される
突き進む,つきすすむ,tsukisusumu,五段-マ行,突き進む,突き進まない,突き進まなかった,突き進みます,突き進んで,突き進んだ,突き進めば,突き進め,突き進もう,突き進める
付き添う,つきそう,tsukisoo,五段-ワア行,付き添う,付き添わない,付き添わなかった,付き添います,付き添って,付き添った,付き添えば,付き添え,付き添おう,付き添える
突き出す,つきだす,tsukidasu,五段-サ行,突き出す,突き出さない,突き出さなかった,突き出します,突き出して,突き出した,突き出せば,突き出せ,突き出そう,突き出せる
突き付ける,つきつける,tsukitsukeru,下一段-カ行,突き付ける,突き付けない,突き付けなかった,突き付けます,突き付けて,突き付けた,突き付ければ,突き付けろ,突き付けよう,突き付けられる
突き詰める,つきつめる,tsukitsumeru,下一段-マ行,突き詰める,突き詰めない,突き詰めなかった,突き詰めます,突き詰めて,突き詰めた,突き詰めれば,突き詰めろ,突き詰めよう,突き詰められる
突き飛ばす,つきとばす,tsukitobasu,五段-サ行,突き飛ばす,突き飛ばさない,突き飛ばさなかった,突き飛ばします,突き飛ばして,突き飛ばした,突き飛ばせば,突き飛ばせ,突き飛ばそう,突き飛ばせる
突き止める,つきとめる,tsukitomeru,下一段-マ行,突き止める,突き止めない,突き止めなかった,突き止めます,突き止めて,突き止めた,突き止めれば,突き止めろ,突き止めよう,突き止められる
突き放す,つきはなす,tsukihanasu,五段-サ行,突き放す,突き放さない,突き放さなかった,突き放します,突き放して,突き放した,突き放せば,突き放せ,突き放そう,突き放せる
付き纏う,つきまとう,tsukimatoo,五段-ワア行,付き纏う,付き纏わない,付き纏わなかった,付き纏います,付き纏って,付き纏った,付き纏えば,付き纏え,付き纏おう,付き纏える
突き破る,つきやぶる,tsukiyaburu,五段-ラ行,突き破る,突き破らない,突き破らなかった,突き破ります,突き破って,突き破った,突き破れば,突き破れ,突き破ろう,突き破れる
尽きる,つきる,tsukiru,上一段-カ行,尽きる,尽きない,尽きなかった,尽きます,尽きて,尽きた,尽きれば,尽きろ,尽きよう,尽きられる
継ぎ足す,つぎたす,tsugitasu,五段-サ行,継ぎ足す,継ぎ足さない,継ぎ足さなかった,継ぎ足します,継ぎ足して,継ぎ足した,継ぎ足せば,継ぎ足せ,継ぎ足そう,継ぎ足せる
つく,つく,tsuku,五段-カ行,つく,つかない,つかなかった,つきます,ついて,ついた,つけば,つけ,つこう,つける
付く,つく,tsuku,五段-カ行,付く,付かない,付かなかった,付きます,付いて,付いた,付けば,付け,付こう,付ける
着く,つく,tsuku,五段-カ行,着く,着かない,着かなかった,着きます,着いて,着いた,着けば,着け,着こう,着ける
突く,つく,tsuku,五段-カ行,突く,突かない,突かなかった,突きます,突いて,突いた,突けば,突け,突こう,突ける
尽くす,つくす,tsukusu,五段-サ行,尽くす,尽くさない,尽くさなかった,尽くします,尽くして,尽くした,尽くせば,尽くせ,尽くそう,尽くせる
作り上げる,つくりあげる,tsukuriageru,下一段-ガ行,作り上げる,作り上げない,作り上げなかった,作り上げます,作り上げて,作り上げた,作り上げれば,作り上げろ,作り上げよう,作り上げられる
作り変える,つくりかえる,tsukurikaeru,下一段-ア行,作り変える,作り変えない,作り変えなかった,作り変えます,作り変えて,作り変えた,作り変えれば,作り変えろ,作り変えよう,作り変えられる
作り込む,つくりこむ,tsukurikomu,五段-マ行,作り込む,作り込まない,作り込まなかった,作り込みます,作り込んで,作り込んだ,作り込めば,作り込め,作り込もう,作り込める
作り出す,つくりだす,tsukuridasu,五段-サ行,作り出す,作り出さない,作り出さなかった,作り出します,作り出して,作り出した,作り出せば,作り出せ,作り出そう,作り出せる
作り直す,つくりなおす,tsukurinaosu,五段-サ行,作り直す,作り直さない,作り直さなかった,作り直します,作り直して,作り直した,作り直せば,作り直せ,作り直そう,作り直せる
作る,つくる,tsukuru,五段-ラ行,作る,作らない,作らなかった,作ります,作って,作った,作れば,作れ,作ろう,作れる
繕う,つくろう,tsukuroo,五段-ワア行,繕う,繕わない,繕わなかった,繕います,繕って,繕った,繕えば,繕え,繕おう,繕える
次ぐ,つぐ,tsugu,五段-ガ行,次ぐ,次がない,次がなかった,次ぎます,次いで,次いだ,次げば,次げ,次ごう,次げる
継ぐ,つぐ,tsugu,五段-ガ行,継ぐ,継がない,継がなかった,継ぎます,継いで,継いだ,継げば,継げ,継ごう,継げる
償う,つぐなう,tsugunau,五段-ワア行,償う,償わない,償わなかった,償います,償って,償った,償えば,償え,償おう,償える
付け替える,つけかえる,tsukekaeru,下一段-ア行,付け替える,付け替えない,付け替えなかった,付け替えます,付け替えて,付け替えた,付け替えれば,付け替えろ,付け替えよう,付け替えられる
付け加える,つけくわえる,tsukekuwaeru,下一段-ア行,付け加える,付け加えない,付け加えなかった,付け加えます,付け加えて,付け加えた,付け加えれば,付け加えろ,付け加えよう,付け加えられる
付け加わる,つけくわわる,tsukekuwawaru,五段-ラ行,付け加わる,付け加わらない,付け加わらなかった,付け加わります,付け加わって,付け加わった,付け加われば,付け加われ,付け加わろう,付け加われる
付け込む,つけこむ,tsukekomu,五段-マ行,付け込む,付け込まない,付け込まなかった,付け込みます,付け込んで,付け込んだ,付け込めば,付け込め,付け込もう,付け込める
漬け込む,つけこむ,tsukekomu,五段-マ行,漬け込む,漬け込まない,漬け込まなかった,漬け込みます,漬け込んで,漬け込んだ,漬け込めば,漬け込め,漬け込もう,漬け込める
付け回す,つけまわす,tsukemawasu,五段-サ行,付け回す,付け回さない,付け回さなかった,付け回します,付け回して,付け回した,付け回せば,付け回せ,付け回そう,付け回せる
付ける,つける,tsukeru,下一段-カ行,付ける,付けない,付けなかった,付けます,付けて,付けた,付ければ,付けろ,付けよう,付けられる
浸ける,つける,tsukeru,下一段-カ行,浸ける,浸けない,浸けなかった,浸けます,浸けて,浸けた,浸ければ,浸けろ,浸けよう,浸けられる
告げる,つげる,tsugeru,下一段-ガ行,告げる,告げない,告げなかった,告げます,告げて,告げた,告げれば,告げろ,告げよう,告げられる
続く,つずく,tsuzuku,五段-カ行,続く,続かない,続かなかった,続きます,続いて,続いた,続けば,続け,続こう,続ける
続ける,つずける,tsuzukeru,下一段-カ行,続ける,続けない,続けなかった,続けます,続けて,続けた,続ければ,続けろ,続けよう,続けられる
綴る,つずる,tsuzuru,五段-ラ行,綴る,綴らない,綴らなかった,綴ります,綴って,綴った,綴れば,綴れ,綴ろう,綴れる
伝う,つたう,tsutau,五段-ワア行,伝う,伝わない,伝わなかった,伝います,伝って,伝った,伝えば,伝え,伝おう,伝える
伝え合う,つたえあう,tsutaeau,五段-ワア行,伝え合う,伝え合わない,伝え合わなかった,伝え合います,伝え合って,伝え合った,伝え合えば,伝え合え,伝え合おう,伝え合える
伝える,つたえる,tsutaeru,下一段-ア行,伝える,伝えない,伝えなかった,伝えます,伝えて,伝えた,伝えれば,伝えろ,伝えよう,伝えられる
伝わる,つたわる,tsutawaru,五段-ラ行,伝わる,伝わらない,伝わらなかった,伝わります,伝わって,伝わった,伝われば,伝われ,伝わろう,伝われる
培う,つちかう,tsuchikau,五段-ワア行,培う,培わない,培わなかった,培います,培って,培った,培えば,培え,培おう,培える
突っ走る,つっぱしる,tsuppashiru,五段-ラ行,突っ走る,突っ走らない,突っ走らなかった,突っ走ります,突っ走って,突っ走った,突っ走れば,突っ走れ,突っ走ろう,突っ走れる
突っ伏す,つっぷす,tsuppusu,五段-サ行,突っ伏す,突っ伏さない,突っ伏さなかった,突っ伏します,突っ伏して,突っ伏した,突っ伏せば,突っ伏せ,突っ伏そう,突っ伏せる
慎む,つつしむ,tsutsushimu,五段-マ行,慎む,慎まない,慎まなかった,慎みます,慎んで,慎んだ,慎めば,慎め,慎もう,慎める
包み込む,つつみこむ,tsutsumikomu,五段-マ行,包み込む,包み込まない,包み込まなかった,包み込みます,包み込んで,包み込んだ,包み込めば,包み込め,包み込もう,包み込める
包む,つつむ,tsutsumu,五段-マ行,包む,包まない,包まなかった,包みます,包んで,包んだ,包めば,包め,包もう,包める
努める,つとめる,tsutomeru,下一段-マ行,努める,努めない,努めなかった,努めます,努めて,努めた,努めれば,努めろ,努めよう,努められる
勤める,つとめる,tsutomeru,下一段-マ行,勤める,勤めない,勤めなかった,勤めます,勤めて,勤めた,勤めれば,勤めろ,勤めよう,勤められる
集う,つどう,tsudoo,五段-ワア行,集う,集わない,集わなかった,集います,集って,集った,集えば,集え,集おう,集える
繋がる,つながる,tsunagaru,五段-ラ行,繋がる,繋がらない,繋がらなかった,繋がります,繋がって,繋がった,繋がれば,繋がれ,繋がろう,繋がれる
繋ぎ合わせる,つなぎあわせる,tsunagiawaseru,下一段-サ行,繋ぎ合わせる,繋ぎ合わせない,繋ぎ合わせなかった,繋ぎ合わせます,繋ぎ合わせて,繋ぎ合わせた,繋ぎ合わせれば,繋ぎ合わせろ,繋ぎ合わせよう,繋ぎ合わせられる
繋ぎ止める,つなぎとめる,tsunagitomeru,下一段-マ行,繋ぎ止める,繋ぎ止めない,繋ぎ止めなかった,繋ぎ止めます,繋ぎ止めて,繋ぎ止めた,繋ぎ止めれば,繋ぎ止めろ,繋ぎ止めよう,繋ぎ止められる
繋ぎ直す,つなぎなおす,tsunaginaosu,五段-サ行,繋ぎ直す,繋ぎ直さない,繋ぎ直さなかった,繋ぎ直します,繋ぎ直して,繋ぎ直した,繋ぎ直せば,繋ぎ直せ,繋ぎ直そう,繋ぎ直せる
繋ぐ,つなぐ,tsunagu,五段-ガ行,繋ぐ,繋がない,繋がなかった,繋ぎます,繋いで,繋いだ,繋げば,繋げ,繋ごう,繋げる
繋げる,つなげる,tsunageru,下一段-ガ行,繋げる,繋げない,繋げなかった,繋げます,繋げて,繋げた,繋げれば,繋げろ,繋げよう,繋げられる
募る,つのる,tsunoru,五段-ラ行,募る,募らない,募らなかった,募ります,募って,募った,募れば,募れ,募ろう,募れる
潰す,つぶす,tsubusu,五段-サ行,潰す,潰さない,潰さなかった,潰します,潰して,潰した,潰せば,潰せ,潰そう,潰せる
呟く,つぶやく,tsubuyaku,五段-カ行,呟く,呟かない,呟かなかった,呟きます,呟いて,呟いた,呟けば,呟け,呟こう,呟ける
瞑る,つぶる,tsuburu,五段-ラ行,瞑る,瞑らない,瞑らなかった,瞑ります,瞑って,瞑った,瞑れば,瞑れ,瞑ろう,瞑れる
潰れる,つぶれる,tsubureru,下一段-ラ行,潰れる,潰れない,潰れなかった,潰れます,潰れて,潰れた,潰れれば,潰れろ,潰れよう,潰れられる
躓く,つまずく,tsumazuku,五段-カ行,躓く,躓かない,躓かなかった,躓きます,躓いて,躓いた,躓けば,躓け,躓こう,躓ける
摘み上げる,つまみあげる,tsumamiageru,下一段-ガ行,摘み上げる,摘み上げない,摘み上げなかった,摘み上げます,摘み上げて,摘み上げた,摘み上げれば,摘み上げろ,摘み上げよう,摘み上げられる
詰まる,つまる,tsumaru,五段-ラ行,詰まる,詰まらない,詰まらなかった,詰まります,詰まって,詰まった,詰まれば,詰まれ,詰まろう,詰まれる
積み上がる,つみあがる,tsumiagaru,五段-ラ行,積み上がる,積み上がらない,積み上がらなかった,積み上がります,積み上がって,積み上がった,積み上がれば,積み上がれ,積み上がろう,積み上がれる
積み上げる,つみあげる,tsumiageru,下一段-ガ行,積み上げる,積み上げない,積み上げなかった,積み上げます,積み上げて,積み上げた,積み上げれば,積み上げろ,積み上げよう,積み上げられる
積み下ろす,つみおろす,tsumiorosu,五段-サ行,積み下ろす,積み下ろさない,積み下ろさなかった,積み下ろします,積み下ろして,積み下ろした,積み下ろせば,積み下ろせ,積み下ろそう,積み下ろせる
積み替える,つみかえる,tsumikaeru,下一段-ア行,積み替える,積み替えない,積み替えなかった,積み替えます,積み替えて,積み替えた,積み替えれば,積み替えろ,積み替えよう,積み替えられる
積み重なる,つみかさなる,tsumikasanaru,五段-ラ行,積み重なる,積み重ならない,積み重ならなかった,積み重なります,積み重なって,積み重なった,積み重なれば,積み重なれ,積み重なろう,積み重なれる
積み重ねる,つみかさねる,tsumikasaneru,下一段-ナ行,積み重ねる,積み重ねない,積み重ねなかった,積み重ねます,積み重ねて,積み重ねた,積み重ねれば,積み重ねろ,積み重ねよう,積み重ねられる
積み込む,つみこむ,tsumikomu,五段-マ行,積み込む,積み込まない,積み込まなかった,積み込みます,積み込んで,積み込んだ,積み込めば,積み込め,積み込もう,積み込める
摘み取る,つみとる,tsumitoru,五段-ラ行,摘み取る,摘み取らない,摘み取らなかった,摘み取ります,摘み取って,摘み取った,摘み取れば,摘み取れ,摘み取ろう,摘み取れる
摘む,つむ,tsumu,五段-マ行,摘む,摘まない,摘まなかった,摘みます,摘んで,摘んだ,摘めば,摘め,摘もう,摘める
積む,つむ,tsumu,五段-マ行,積む,積まない,積まなかった,積みます,積んで,積んだ,積めば,積め,積もう,積める
紡ぐ,つむぐ,tsumugu,五段-ガ行,紡ぐ,紡がない,紡がなかった,紡ぎます,紡いで,紡いだ,紡げば,紡げ,紡ごう,紡げる
詰め合わせる,つめあわせる,tsumeawaseru,下一段-サ行,詰め合わせる,詰め合わせない,詰め合わせなかった,詰め合わせます,詰め合わせて,詰め合わせた,詰め合わせれば,詰め合わせろ,詰め合わせよう,詰め合わせられる
詰め替える,つめかえる,tsumekaeru,下一段-ア行,詰め替える,詰め替えない,詰め替えなかった,詰め替えます,詰め替えて,詰め替えた,詰め替えれば,詰め替えろ,詰め替えよう,詰め替えられる
詰め掛ける,つめかける,tsumekakeru,下一段-カ行,詰め掛ける,詰め掛けない,詰め掛けなかった,詰め掛けます,詰め掛けて,詰め掛けた,詰め掛ければ,詰め掛けろ,詰め掛けよう,詰め掛けられる
詰め込む,つめこむ,tsumekomu,五段-マ行,詰め込む,詰め込まない,詰め込まなかった,詰め込みます,詰め込んで,詰め込んだ,詰め込めば,詰め込め,詰め込もう,詰め込める
詰め寄る,つめよる,tsumeyoru,五段-ラ行,詰め寄る,詰め寄らない,詰め寄らなかった,詰め寄ります,詰め寄って,詰め寄った,詰め寄れば,詰め寄れ,詰め寄ろう,詰め寄れる
詰める,つめる,tsumeru,下一段-マ行,詰める,詰めない,詰めなかった,詰めます,詰めて,詰めた,詰めれば,詰めろ,詰めよう,詰められる
積もる,つもる,tsumoru,五段-ラ行,積もる,積もらない,積もらなかった,積もります,積もって,積もった,積もれば,積もれ,積もろう,積もれる
強まる,つよまる,tsuyomaru,五段-ラ行,強まる,強まらない,強まらなかった,強まります,強まって,強まった,強まれば,強まれ,強まろう,強まれる
強める,つよめる,tsuyomeru,下一段-マ行,強める,強めない,強めなかった,強めます,強めて,強めた,強めれば,強めろ,強めよう,強められる
連なる,つらなる,tsuranaru,五段-ラ行,連なる,連ならない,連ならなかった,連なります,連なって,連なった,連なれば,連なれ,連なろう,連なれる
貫き通す,つらぬきとおす,tsuranuki toosu,下一段-サ行,貫き通す,貫き通ない,貫き通なかった,貫き通ます,貫き通て,貫き通た,貫き通れば,貫き通ろ,貫き通よう,貫き通られる
貫く,つらぬく,tsuranuku,五段-カ行,貫く,貫かない,貫かなかった,貫きます,貫いて,貫いた,貫けば,貫け,貫こう,貫ける
連ねる,つらねる,tsuraneru,下一段-ナ行,連ねる,連ねない,連ねなかった,連ねます,連ねて,連ねた,連ねれば,連ねろ,連ねよう,連ねられる
吊り上がる,つりあがる,tsuriagaru,五段-ラ行,吊り上がる,吊り上がらない,吊り上がらなかった,吊り上がります,吊り上がって,吊り上がった,吊り上がれば,吊り上がれ,吊り上がろう,吊り上がれる
吊り上げる,つりあげる,tsuriageru,下一段-ガ行,吊り上げる,吊り上げない,吊り上げなかった,吊り上げます,吊り上げて,吊り上げた,吊り上げれば,吊り上げろ,吊り上げよう,吊り上げられる
吊り下げる,つりさげる,tsurisageru,下一段-ガ行,吊り下げる,吊り下げない,吊り下げなかった,吊り下げます,吊り下げて,吊り下げた,吊り下げれば,吊り下げろ,吊り下げよう,吊り下げられる
吊る,つる,tsuru,五段-ラ行,吊る,吊らない,吊らなかった,吊ります,吊って,吊った,吊れば,吊れ,吊ろう,吊れる
吊るす,つるす,tsurusu,五段-サ行,吊るす,吊るさない,吊るさなかった,吊るします,吊るして,吊るした,吊るせば,吊るせ,吊るそう,吊るせる
連れ帰る,つれかえる,tsurekaeru,五段-ラ行,連れ帰る,連れ帰らない,連れ帰らなかった,連れ帰ります,連れ帰って,連れ帰った,連れ帰れば,連れ帰れ,連れ帰ろう,連れ帰れる
連れ込む,つれこむ,tsurekomu,五段-マ行,連れ込む,連れ込まない,連れ込まなかった,連れ込みます,連れ込んで,連れ込んだ,連れ込めば,連れ込め,連れ込もう,連れ込める
連れ去る,つれさる,tsuresaru,五段-ラ行,連れ去る,連れ去らない,連れ去らなかった,連れ去ります,連れ去って,連れ去った,連れ去れば,連れ去れ,連れ去ろう,連れ去れる
連れ出す,つれだす,tsuredasu,五段-サ行,連れ出す,連れ出さない,連れ出さなかった,連れ出します,連れ出して,連れ出した,連れ出せば,連れ出せ,連れ出そう,連れ出せる
連れる,つれる,tsureru,下一段-ラ行,連れる,連れない,連れなかった,連れます,連れて,連れた,連れれば,連れろ,連れよう,連れられる
呈する,ていする,teesuru,サ行変格,呈する,呈しない,呈しなかった,呈します,呈して,呈した,呈すれば,呈しろ,呈しよう,呈せる
手掛ける,てがける,tegakeru,下一段-カ行,手掛ける,手掛けない,手掛けなかった,手掛けます,手掛けて,手掛けた,手掛ければ,手掛けろ,手掛けよう,手掛けられる
適する,てきする,tekisuru,サ行変格,適する,適しない,適しなかった,適します,適して,適した,適すれば,適しろ,適しよう,適せる
徹する,てっする,tessuru,サ行変格,徹する,徹しない,徹しなかった,徹します,徹して,徹した,徹すれば,徹しろ,徹しよう,徹せる
手伝う,てつだう,tetsudau,五段-ワア行,手伝う,手伝わない,手伝わなかった,手伝います,手伝って,手伝った,手伝えば,手伝え,手伝おう,手伝える
手慣れる,てなれる,tenareru,下一段-ラ行,手慣れる,手慣れない,手慣れなかった,手慣れます,手慣れて,手慣れた,手慣れれば,手慣れろ,手慣れよう,手慣れられる
手放す,てばなす,tebanasu,五段-サ行,手放す,手放さない,手放さなかった,手放します,手放して,手放した,手放せば,手放せ,手放そう,手放せる
手控える,てびかえる,tebikaeru,下一段-ア行,手控える,手控えない,手控えなかった,手控えます,手控えて,手控えた,手控えれば,手控えろ,手控えよう,手控えられる
手間取る,てまどる,temadoru,五段-ラ行,手間取る,手間取らない,手間取らなかった,手間取ります,手間取って,手間取った,手間取れば,手間取れ,手間取ろう,
照らし合わせる,てらしあわせる,terashiawaseru,下一段-サ行,照らし合わせる,照らし合わせない,照らし合わせなかった,照らし合わせます,照らし合わせて,照らし合わせた,照らし合わせれば,照らし合わせろ,照らし合わせよう,照らし合わせられる
照らし出す,てらしだす,terashidasu,五段-サ行,照らし出す,照らし出さない,照らし出さなかった,照らし出します,照らし出して,照らし出した,照らし出せば,照らし出せ,照らし出そう,照らし出せる
照らす,てらす,terasu,五段-サ行,照らす,照らさない,照らさなかった,照らします,照らして,照らした,照らせば,照らせ,照らそう,照らせる
照り返す,てりかえす,terikaesu,五段-サ行,照り返す,照り返さない,照り返さなかった,照り返します,照り返して,照り返した,照り返せば,照り返せ,照り返そう,照り返せる
照り付ける,てりつける,teritsukeru,下一段-カ行,照り付ける,照り付けない,照り付けなかった,照り付けます,照り付けて,照り付けた,照り付ければ,照り付けろ,照り付けよう,照り付けられる
照れる,てれる,tereru,下一段-ラ行,照れる,照れない,照れなかった,照れます,照れて,照れた,照れれば,照れろ,照れよう,照れられる
手渡す,てわたす,tewatasu,五段-サ行,手渡す,手渡さない,手渡さなかった,手渡します,手渡して,手渡した,手渡せば,手渡せ,手渡そう,手渡せる
転じる,てんじる,tenjiru,上一段-ザ行,転じる,転じない,転じなかった,転じます,転じて,転じた,転じれば,転じろ,転じよう,転じられる
出会う,であう,deau,五段-ワア行,出会う,出会わない,出会わなかった,出会います,出会って,出会った,出会えば,出会え,出会おう,出会える
出歩く,であるく,dearuku,五段-カ行,出歩く,出歩かない,出歩かなかった,出歩きます,出歩いて,出歩いた,出歩けば,出歩け,出歩こう,出歩ける
ディスる,でぃする,disuru,五段-ラ行,ディスる,ディスらない,ディスらなかった,ディスります,ディスって,ディスった,ディスれば,ディスれ,ディスろう,ディスれる
出掛ける,でかける,dekakeru,下一段-カ行,出掛ける,出掛けない,出掛けなかった,出掛けます,出掛けて,出掛けた,出掛ければ,出掛けろ,出掛けよう,出掛けられる
出来上がる,できあがる,dekiagaru,五段-ラ行,出来上がる,出来上がらない,出来上がらなかった,出来上がります,出来上がって,出来上がった,出来上がれば,出来上がれ,出来上がろう,出来上がれる
出来る,できる,dekiru,上一段-カ行,出来る,出来ない,出来なかった,出来ます,出来て,出来た,出来れば,出来ろ,出来よう,
出会す,でくわす,dekuwasu,五段-サ行,出会す,出会さない,出会さなかった,出会します,出会して,出会した,出会せば,出会せ,出会そう,出会せる
出揃う,でそろう,desoroo,五段-ワア行,出揃う,出揃わない,出揃わなかった,出揃います,出揃って,出揃った,出揃えば,出揃え,出揃おう,出揃える
出回る,でまわる,demawaru,五段-ラ行,出回る,出回らない,出回らなかった,出回ります,出回って,出回った,出回れば,出回れ,出回ろう,出回れる
出迎える,でむかえる,demukaeru,下一段-ア行,出迎える,出迎えない,出迎えなかった,出迎えます,出迎えて,出迎えた,出迎えれば,出迎えろ,出迎えよう,出迎えられる
出向く,でむく,demuku,五段-カ行,出向く,出向かない,出向かなかった,出向きます,出向いて,出向いた,出向けば,出向け,出向こう,出向ける
出る,でる,deru,下一段-ダ行,出る,出ない,出なかった,出ます,出て,出た,出れば,出ろ,出よう,出られる
問い合わせる,といあわせる,toiawaseru,下一段-サ行,問い合わせる,問い合わせない,問い合わせなかった,問い合わせます,問い合わせて,問い合わせた,問い合わせれば,問い合わせろ,問い合わせよう,問い合わせられる
問い掛ける,といかける,toikakeru,下一段-カ行,問い掛ける,問い掛けない,問い掛けなかった,問い掛けます,問い掛けて,問い掛けた,問い掛ければ,問い掛けろ,問い掛けよう,問い掛けられる
問い質す,といただす,toitadasu,五段-サ行,問い質す,問い質さない,問い質さなかった,問い質します,問い質して,問い質した,問い質せば,問い質せ,問い質そう,問い質せる
問い直す,といなおす,toinaosu,五段-サ行,問い直す,問い直さない,問い直さなかった,問い直します,問い直して,問い直した,問い直せば,問い直せ,問い直そう,問い直せる
問う,とう,too,五段-ワア行,問う,問わない,問わなかった,問います,問うて,問った,問えば,問え,問おう,問える
投じる,とうじる,toojiru,上一段-ザ行,投じる,投じない,投じなかった,投じます,投じて,投じた,投じれば,投じろ,投じよう,投じられる
遠ざかる,とおざかる,toozakaru,五段-ラ行,遠ざかる,遠ざからない,遠ざからなかった,遠ざかります,遠ざかって,遠ざかった,遠ざかれば,遠ざかれ,遠ざかろう,遠ざかれる
遠ざける,とおざける,toozakeru,下一段-カ行,遠ざける,遠ざけない,遠ざけなかった,遠ざけます,遠ざけて,遠ざけた,遠ざければ,遠ざけろ,遠ざけよう,遠ざけられる
通す,とおす,toosu,五段-サ行,通す,通さない,通さなかった,通します,通して,通した,通せば,通せ,通そう,通せる
遠退く,とおのく,toonoku,五段-カ行,遠退く,遠退かない,遠退かなかった,遠退きます,遠退いて,遠退いた,遠退けば,遠退け,遠退こう,遠退ける
通り掛かる,とおりかかる,toorikakaru,五段-ラ行,通り掛かる,通り掛からない,通り掛からなかった,通り掛かります,通り掛かって,通り掛かった,通り掛かれば,通り掛かれ,通り掛かろう,通り掛かれる
通り過ぎる,とおりすぎる,toorisugiru,上一段-ガ行,通り過ぎる,通り過ぎない,通り過ぎなかった,通り過ぎます,通り過ぎて,通り過ぎた,通り過ぎれば,通り過ぎろ,通り過ぎよう,通り過ぎられる
通り抜ける,とおりぬける,toorinukeru,下一段-カ行,通り抜ける,通り抜けない,通り抜けなかった,通り抜けます,通り抜けて,通り抜けた,通り抜ければ,通り抜けろ,通り抜けよう,通り抜けられる
通る,とおる,tooru,五段-ラ行,通る,通らない,通らなかった,通ります,通って,通った,通れば,通れ,通ろう,通れる
溶かす,とかす,tokasu,五段-サ行,溶かす,溶かさない,溶かさなかった,溶かします,溶かして,溶かした,溶かせば,溶かせ,溶かそう,溶かせる
咎める,とがめる,togameru,下一段-マ行,咎める,咎めない,咎めなかった,咎めます,咎めて,咎めた,咎めれば,咎めろ,咎めよう,咎められる
尖る,とがる,togaru,五段-ラ行,尖る,尖らない,尖らなかった,尖ります,尖って,尖った,尖れば,尖れ,尖ろう,尖れる
解き明かす,ときあかす,tokiakasu,五段-サ行,解き明かす,解き明かさない,解き明かさなかった,解き明かします,解き明かして,解き明かした,解き明かせば,解き明かせ,解き明かそう,解き明かせる
